Fs,50.00
Initialization time,60
mx,my,mz
5270,590,3897
5275,590,3897
5265,555,3935
5295,565,3935
5310,555,3977
5280,590,3957
5265,525,3920
5255,540,3987
5285,520,3972
5275,515,3962
5255,535,3952
5230,525,3920
5225,520,3987
5290,495,3982
5285,530,3982
5235,510,4015
5225,505,4015
5245,480,4047
5220,422,4005
5245,490,3957
5185,460,3940
5165,435,3967
5185,382,3930
5180,465,3930
5180,455,3897
5205,427,3887
5185,422,3872
5140,392,3935
5160,417,3925
5230,445,4042
5200,402,4030
5215,372,4030
5215,445,4030
5240,387,4015
5215,397,4000
5195,387,4000
5200,412,3910
5200,412,3830
5140,377,3812
5185,460,3812
5195,417,3845
5122,417,3872
5190,450,3897
5225,435,3987
5235,450,4047
5270,480,4115
5280,495,4147
5275,545,4152
5295,485,4142
5350,525,4105
5270,575,4047
5270,520,4037
5260,500,4000
5285,525,3967
5230,520,3920
5285,515,3935
5285,530,3962
5305,520,4005
5285,515,3995
5260,560,4010
5285,520,3987
5320,595,4030
5305,545,3987
5265,530,3967
5300,525,3940
5280,515,3945
5320,530,3860
5255,550,3882
5245,610,3850
5260,560,3817
5260,595,3867
5240,530,3855
5275,560,3872
5260,540,3882
5305,545,3855
5275,545,3892
5250,520,3867
5245,545,3835
5250,520,3855
5230,505,3877
5225,530,3877
5260,525,3902
5220,505,3882
5235,485,3897
5225,490,3887
5275,525,3935
5215,505,3930
5210,520,3972
5230,470,3930
5270,475,3957
5220,435,3977
5230,465,3935
5245,445,3967
5215,445,3962
5190,450,3987
5190,435,3972
5185,387,3977
5230,392,4025
5170,387,4000
5190,377,4030
5180,377,4047
5190,367,4057
5190,392,4085
5235,347,4042
5220,322,4095
5235,337,4115
5200,327,4095
5175,267,4132
5200,262,4110
5240,307,4132
5200,302,4127
5210,287,4115
5185,277,4115
5185,267,4122
5220,252,4132
5230,262,4142
5200,222,4137
5210,205,4170
5235,237,4165
5215,190,4185
5235,200,4242
5255,185,4200
5250,150,4200
5255,130,4242
5205,115,4212
5220,120,4232
5290,30,4255
5285,80,4207
5285,60,4200
5275,40,4222
5280,60,4222
5290,55,4250
5265,50,4270
5285,55,4200
5285,40,4265
5330,0,4250
5325,30,4217
5295,70,4255
5340,-10,4242
5350,-15,4232
5345,-25,4227
5330,-15,4222
5340,-60,4200
5355,-65,4227
5385,-65,4222
5390,-50,4222
5435,-95,4217
5420,-125,4237
5440,-125,4222
5470,-135,4285
5445,-150,4180
5475,-165,4207
5480,-150,4222
5510,-200,4255
5540,-227,4190
5545,-217,4250
5555,-217,4195
5570,-195,4255
5520,-232,4242
5605,-217,4255
5605,-180,4250
5670,-252,4297
5650,-210,4317
5640,-222,4280
5685,-222,4302
5720,-252,4292
5695,-242,4260
5705,-267,4307
5765,-282,4275
5735,-282,4255
5782,-272,4297
5720,-292,4292
5787,-210,4322
5867,-297,4327
5852,-267,4302
5882,-287,4280
5907,-312,4280
5912,-317,4265
5957,-317,4260
5962,-322,4227
5967,-302,4222
6037,-352,4255
6062,-347,4232
6087,-312,4265
6092,-322,4302
6097,-277,4292
6072,-312,4270
6127,-322,4270
6122,-347,4292
6167,-307,4302
6177,-337,4270
6172,-292,4232
6162,-292,4280
6217,-327,4232
6227,-322,4242
6292,-302,4265
6252,-257,4242
6297,-307,4280
6297,-307,4265
6332,-312,4255
6362,-342,4200
6382,-352,4222
6382,-317,4222
6357,-347,4280
6392,-337,4200
6407,-327,4212
6465,-332,4217
6407,-292,4212
6435,-322,4190
6475,-292,4195
6520,-297,4190
6500,-292,4217
6495,-297,4207
6525,-247,4237
6570,-267,4200
6590,-292,4180
6590,-272,4237
6580,-257,4227
6615,-252,4242
6615,-205,4270
6650,-237,4250
6635,-242,4242
6620,-247,4242
6665,-190,4260
6705,-217,4227
6730,-232,4280
6715,-175,4260
6725,-200,4260
6715,-227,4280
6725,-205,4260
6780,-180,4217
6800,-190,4260
6780,-145,4285
6815,-160,4302
6825,-120,4302
6825,-125,4297
6830,-140,4280
6850,-110,4327
6845,-130,4312
6880,-90,4340
6855,-75,4285
6910,-85,4317
6865,-85,4302
6940,-70,4307
6920,-65,4335
6910,-65,4307
6930,-15,4345
6915,-85,4370
6945,-35,4345
6980,-15,4360
6965,35,4345
6975,60,4340
6965,25,4340
6970,35,4397
6995,20,4365
7000,35,4370
7020,35,4392
6985,90,4397
7000,115,4420
7040,125,4377
7055,80,4350
7020,115,4377
7060,115,4345
7082,130,4355
7040,170,4327
7045,135,4365
7060,185,4392
7077,135,4307
7040,150,4377
7077,110,4365
7067,155,4387
7040,130,4365
7060,180,4382
7077,115,4387
7077,190,4412
7117,210,4340
7045,190,4327
7055,210,4425
7117,190,4345
7077,200,4345
7087,170,4322
7122,222,4350
7107,205,4317
7082,195,4327
7082,190,4387
7040,190,4340
7117,237,4370
7082,257,4407
7102,217,4377
7112,252,4340
7087,292,4382
7092,247,4322
7097,227,4370
7097,257,4345
7067,272,4302
7117,232,4307
7092,267,4285
7107,262,4317
7102,277,4327
7107,297,4345
7060,247,4370
7102,277,4360
7142,282,4355
7107,367,4335
7132,347,4312
7142,297,4285
7132,357,4285
7122,377,4270
7172,352,4280
7137,367,4270
7127,357,4280
7127,372,4190
7137,397,4227
7167,392,4242
7132,362,4175
7147,455,4212
7172,407,4190
7167,382,4170
7167,412,4227
7142,445,4207
7137,427,4152
7137,440,4217
7142,427,4190
7187,455,4147
7152,450,4165
7197,465,4175
7182,490,4147
7147,475,4122
7172,485,4147
7117,480,4122
7152,530,4127
7132,485,4110
7132,510,4127
7147,520,4095
7137,550,4127
7107,530,4127
7117,560,4127
7087,530,4132
7132,575,4110
7072,550,4127
7127,630,4152
7050,635,4085
7117,652,4122
7082,635,4137
7025,667,4072
7015,687,4067
7000,667,4180
7020,697,4207
6970,682,4212
7000,737,4170
6980,732,4147
6950,737,4180
6930,767,4175
6935,767,4122
6865,782,4157
6920,807,4195
6865,807,4142
6825,797,4100
6810,852,4127
6790,802,4157
6780,852,4115
6710,832,4080
6730,847,4085
6685,842,4100
6630,847,4072
6630,895,4085
6615,915,4062
6635,925,4100
6625,880,4115
6615,895,4085
6590,905,4095
6580,895,4105
6535,895,4100
6525,900,4037
6480,935,4020
6440,980,4052
6412,960,4010
6430,940,4037
6372,940,3977
6377,940,4005
6342,950,4037
6327,960,3977
6262,970,3977
6272,960,4000
6267,970,3935
6212,960,3952
6222,950,3925
6162,965,3940
6187,920,3967
6167,965,3910
6142,950,3920
6097,970,3867
6082,955,3925
6022,900,3887
6012,940,3882
5962,945,3887
5967,925,3812
5922,915,3850
5922,915,3840
5852,895,3840
5862,925,3817
5887,895,3825
5842,885,3830
5782,920,3787
5817,880,3840
5760,885,3792
5715,817,3787
5695,865,3760
5675,857,3702
5700,817,3697
5670,847,3722
5600,817,3707
5630,817,3712
5655,837,3712
5655,837,3722
5585,842,3792
5595,865,3760
5550,852,3770
5565,832,3787
5560,777,3770
5510,812,3770
5530,782,3782
5475,777,3787
5500,767,3797
5485,752,3770
5475,732,3770
5500,762,3850
5410,752,3835
5445,747,3817
5425,742,3825
5420,747,3872
5375,667,3877
5380,692,3915
5410,682,3935
5420,667,3962
5375,625,3982
5410,722,3935
5410,657,3952
5445,662,3930
5385,640,3897
5380,635,3910
5360,652,3940
5370,625,3910
5360,620,3935
5360,630,3962
5350,625,4010
5345,600,3977
5350,595,4020
5305,667,3962
5340,560,3945
5320,605,3952
5310,565,3972
5250,575,3945
5285,545,3987
5315,540,3977
5265,520,3967
5205,535,3962
5220,525,3952
5245,515,4015
5250,555,3972
5230,510,3995
5250,500,3957
5270,510,3982
5250,490,4010
5200,500,4005
5250,435,3995
5210,475,4042
5255,490,4062
5235,480,4042
5295,500,4067
5215,460,4047
5245,475,4047
5260,475,4072
5255,495,4047
5240,470,4062
5265,412,4047
5220,435,4037
5220,450,4057
5215,450,4010
5215,450,4005
5225,475,3982
5240,435,3977
5210,485,3995
5235,495,3935
5230,480,3945
5215,455,3930
5195,490,3995
5245,490,3962
5220,465,4000
5255,500,3940
5225,480,3952
5190,480,3952
5215,490,3920
5195,427,3920
5210,480,3915
5180,475,3902
5240,485,3952
5220,520,3957
5245,450,3897
5220,485,3972
5220,475,3962
5185,500,3915
5195,455,3902
5205,465,3925
5127,440,3872
5165,412,3845
5160,490,3825
5150,412,3797
5160,422,3825
5175,407,3782
5165,402,3835
5165,440,3860
5180,387,3910
5165,392,3957
5145,377,3945
5180,402,3957
5190,377,3920
5145,387,3915
5180,362,3930
5180,382,3920
5165,317,3910
5155,337,3915
5155,317,3952
5145,302,3967
5155,262,3962
5165,302,3987
5150,242,3957
5180,267,3957
5150,262,3945
5127,242,3915
5145,257,3925
5160,267,3925
5170,200,3925
5132,200,3935
5155,222,3930
5160,165,3925
5140,130,3930
5180,120,3972
5140,80,3962
5210,70,3987
5210,0,3967
5185,35,3892
5205,-30,3915
5245,-20,3845
5240,-35,3855
5275,-35,3855
5215,-75,3867
5280,-70,3855
5235,-75,3935
5300,-65,3972
5270,-30,3995
5330,-110,4010
5340,-105,3987
5360,-135,4025
5365,-170,4067
5430,-170,4132
5430,-205,4127
5440,-170,4080
5480,-210,4067
5505,-195,4047
5495,-237,4030
5495,-217,3995
5535,-267,3920
5550,-267,3957
5585,-272,3935
5620,-292,3952
5630,-312,3910
5675,-302,3995
5720,-332,4095
5750,-317,4100
5812,-347,4095
5857,-337,4122
5862,-337,4152
5872,-332,4132
5902,-322,4142
5927,-317,4200
5957,-357,4180
5942,-312,4147
5962,-297,4207
6032,-287,4185
6042,-392,4232
6037,-317,4250
6107,-307,4217
6112,-287,4200
6122,-342,4175
6167,-332,4175
6217,-367,4157
6222,-362,4165
6237,-352,4200
6262,-317,4170
6252,-297,4195
6307,-307,4185
6347,-307,4185
6342,-317,4195
6372,-307,4190
6372,-357,4190
6425,-347,4147
6460,-277,4157
6470,-332,4180
6510,-337,4195
6470,-332,4170
6470,-307,4142
6500,-292,4147
6530,-292,4227
6550,-302,4242
6585,-267,4180
6570,-262,4217
6565,-267,4190
6595,-267,4232
6630,-252,4200
6655,-257,4185
6615,-237,4207
6640,-257,4170
6675,-175,4250
6695,-217,4232
6685,-210,4250
6670,-242,4207
6685,-272,4280
6665,-242,4285
6695,-185,4285
6725,-222,4270
6720,-175,4255
6785,-175,4255
6740,-165,4307
6785,-175,4260
6770,-170,4312
6765,-180,4260
6770,-150,4292
6815,-190,4265
6800,-140,4265
6820,-155,4242
6830,-175,4280
6830,-160,4292
6860,-120,4312
6835,-140,4260
6860,-135,4302
6830,-165,4312
6820,-165,4297
6850,-100,4297
6840,-170,4260
6855,-145,4242
6870,-130,4265
6815,-150,4207
6880,-125,4270
6890,-140,4270
6850,-115,4255
6850,-135,4285
6835,-140,4260
6870,-115,4312
6885,-135,4340
6855,-80,4297
6845,-110,4275
6875,-120,4292
6855,-165,4280
6845,-145,4302
6835,-160,4307
6865,-170,4292
6845,-150,4327
6790,-170,4292
6790,-165,4297
6790,-120,4297
6810,-145,4355
6790,-190,4322
6825,-200,4345
6775,-145,4350
6785,-200,4307
6795,-200,4340
6735,-185,4322
6730,-165,4317
6750,-205,4340
6760,-155,4327
6710,-205,4327
6690,-200,4297
6645,-217,4302
6680,-205,4302
6675,-262,4327
6650,-210,4307
6635,-277,4292
6590,-247,4317
6630,-237,4280
6590,-282,4327
6570,-242,4312
6525,-257,4312
6530,-287,4360
6515,-287,4285
6505,-272,4312
6505,-292,4340
6470,-272,4297
6450,-322,4270
6455,-302,4237
6412,-277,4250
6417,-297,4292
6357,-342,4270
6382,-327,4275
6322,-327,4270
6307,-332,4260
6332,-322,4232
6267,-337,4307
6242,-337,4255
6212,-347,4260
6207,-342,4227
6187,-342,4232
6187,-362,4232
6122,-357,4212
6112,-337,4227
6082,-337,4212
6072,-342,4200
6107,-417,4175
6062,-327,4217
6027,-372,4200
6012,-367,4212
6012,-352,4195
5962,-367,4175
5987,-307,4195
5932,-367,4165
5942,-352,4195
5937,-352,4185
5907,-322,4195
5912,-377,4180
5897,-372,4137
5857,-382,4147
5852,-337,4142
5827,-352,4147
5792,-322,4137
5787,-327,4175
5827,-322,4115
5787,-312,4142
5765,-342,4080
5765,-317,4122
5760,-312,4115
5720,-297,4110
5710,-317,4080
5725,-287,4080
5745,-302,4165
5660,-272,4062
5665,-282,4105
5640,-257,4100
5655,-312,4080
5630,-307,4072
5575,-262,4037
5635,-282,4067
5635,-292,4052
5610,-282,4085
5615,-262,4047
5565,-277,4037
5530,-287,4030
5540,-242,4047
5560,-277,3987
5500,-237,3987
5510,-257,3987
5525,-272,4025
5510,-237,4052
5465,-227,4067
5480,-227,4015
5430,-205,4042
5385,-217,4000
5465,-175,3945
5415,-180,4015
5415,-227,3982
5400,-165,3952
5365,-160,3935
5395,-170,3940
5410,-165,3945
5370,-135,3925
5350,-150,3940
5335,-115,4005
5340,-75,3957
5325,-115,3972
5300,-110,3935
5265,-90,3945
5245,-105,3940
5325,-45,3920
5290,-35,3887
5285,10,3910
5240,-10,3915
5220,20,3920
5245,65,3930
5285,5,3957
5220,50,3952
5225,115,4005
5230,80,3987
5225,95,4005
5230,105,4020
5250,155,4080
5245,180,4042
5215,195,4052
5210,140,4057
5200,165,4062
5205,160,4072
5225,175,4072
5200,165,4047
5195,205,4042
5225,200,4042
5225,180,4015
5210,210,4030
5220,227,4067
5215,190,4030
5200,227,4052
5215,247,4057
5255,247,4052
5225,252,4047
5235,247,4072
5195,262,4042
5225,252,4062
5220,292,4037
5215,287,4052
5210,307,4100
5235,272,4080
5200,282,4085
5190,342,4067
5220,327,4095
5200,297,4115
5225,317,4080
5270,327,4100
5215,347,4122
5285,362,4127
5250,392,4152
5285,372,4122
5315,402,4132
5325,417,4170
5300,455,4195
5295,465,4190
5300,427,4195
5315,440,4217
5325,505,4200
5340,455,4227
5355,495,4190
5320,505,4232
5370,490,4222
5380,520,4222
5385,530,4227
5430,510,4270
5420,565,4237
5430,510,4270
5445,585,4307
5430,615,4275
5505,620,4312
5490,585,4360
5480,625,4360
5515,625,4407
5525,590,4360
5505,585,4407
5575,635,4365
5545,630,4355
5570,635,4355
5530,662,4355
5545,672,4425
5615,625,4365
5580,672,4397
5575,647,4420
5610,682,4420
5620,635,4425
5615,667,4445
5650,692,4430
5645,697,4440
5660,630,4435
5680,712,4412
5675,682,4412
5725,672,4482
5720,657,4467
5715,687,4477
5705,692,4505
5740,707,4547
5765,722,4557
5817,727,4577
5822,737,4552
5857,727,4552
5787,727,4557
5882,717,4572
5842,727,4562
5892,747,4540
5882,722,4552
5922,747,4577
5927,702,4562
5922,707,4590
5912,732,4582
5957,757,4590
5982,727,4577
5987,772,4577
6027,782,4595
6052,762,4620
6057,777,4605
6037,777,4582
6047,777,4600
6052,767,4657
6092,727,4625
6117,772,4610
6057,722,4642
6097,782,4642
6112,777,4625
6167,757,4615
6147,772,4642
6137,792,4662
6172,722,4662
6212,727,4647
6197,787,4700
6227,787,4642
6257,767,4637
6272,747,4642
6227,797,4662
6267,752,4600
6252,752,4637
6297,752,4632
6282,782,4652
6292,757,4620
6262,737,4662
6252,757,4632
6282,787,4652
6287,737,4690
6302,767,4662
6317,742,4657
6332,737,4632
6317,747,4600
6312,752,4657
6322,747,4610
6357,737,4632
6357,757,4620
6372,782,4600
6347,772,4615
6357,772,4525
6372,752,4605
6402,782,4615
6392,762,4595
6382,752,4647
6392,742,4637
6407,742,4625
6417,722,4620
6412,692,4615
6425,762,4615
6430,747,4615
6445,717,4632
6460,712,4600
6485,702,4620
6510,727,4675
6490,722,4690
6550,702,4700
6550,712,4695
6600,672,4690
6520,657,4647
6560,662,4675
6580,702,4695
6560,652,4722
6605,677,4710
6635,605,4695
6615,615,4732
6615,635,4690
6650,570,4737
6650,590,4717
6705,600,4727
6670,640,4727
6695,595,4705
6710,580,4705
6725,555,4680
6735,535,4722
6780,545,4667
6755,540,4705
6780,515,4717
6815,530,4717
6790,540,4685
6810,490,4685
6790,470,4685
6795,450,4700
6785,435,4747
6805,450,4690
6835,465,4700
6825,505,4705
6850,465,4717
6795,422,4722
6815,417,4717
6855,392,4722
6825,417,4742
6825,392,4695
6830,417,4690
6845,422,4700
6890,450,4695
6915,427,4657
6865,460,4685
6860,402,4657
6900,417,4647
6850,465,4615
6905,407,4642
6940,422,4647
6920,397,4615
6915,362,4637
6915,382,4610
6945,372,4652
6925,362,4615
6950,382,4637
6940,312,4600
6950,347,4595
6920,327,4590
6945,272,4637
6945,287,4595
6955,237,4582
6990,227,4590
6940,247,4620
6940,247,4557
6940,200,4590
6945,200,4535
7005,170,4530
6965,185,4525
6945,130,4525
6970,110,4530
6945,110,4505
6945,80,4482
6930,60,4487
6915,30,4467
6885,-35,4435
6900,10,4450
6900,5,4430
6855,-50,4382
6850,-85,4407
6820,-85,4382
6865,-100,4392
6815,-155,4340
6830,-125,4360
6805,-130,4370
6760,-180,4312
6770,-160,4350
6760,-200,4297
6760,-232,4312
6645,-247,4297
6730,-200,4302
6660,-200,4317
6625,-237,4307
6595,-252,4265
6575,-277,4297
6540,-262,4327
6565,-262,4307
6510,-287,4302
6500,-297,4317
6460,-272,4327
6397,-307,4285
6407,-312,4355
6357,-282,4312
6362,-322,4312
6347,-292,4355
6297,-352,4285
6272,-332,4322
6277,-327,4377
6282,-297,4377
6237,-342,4322
6232,-297,4280
6227,-332,4317
6212,-337,4285
6192,-322,4292
6132,-307,4322
6142,-307,4242
6072,-317,4285
6127,-347,4307
6107,-347,4270
6087,-352,4250
6117,-322,4260
6062,-357,4242
6057,-332,4265
6022,-337,4280
6017,-317,4270
6077,-357,4260
6012,-357,4255
6037,-327,4275
6027,-312,4307
6007,-297,4242
5982,-297,4312
6017,-337,4350
6012,-337,4317
5987,-292,4335
5962,-297,4327
5957,-297,4365
5977,-317,4327
5972,-352,4350
5927,-322,4307
5917,-287,4327
5937,-312,4307
5922,-322,4327
5892,-287,4355
5942,-287,4377
5947,-307,4407
5872,-272,4377
5872,-277,4340
5832,-307,4377
5827,-292,4340
5817,-267,4377
5807,-267,4345
5787,-272,4355
5787,-237,4360
5797,-297,4402
5792,-302,4370
5792,-267,4365
5797,-272,4340
5735,-317,4260
5802,-287,4275
5680,-297,4237
5730,-292,4237
5715,-292,4232
5685,-257,4227
5725,-282,4212
5670,-277,4222
5670,-267,4222
5670,-277,4212
5610,-257,4237
5605,-277,4217
5660,-195,4255
5610,-217,4222
5595,-227,4200
5595,-200,4212
5560,-190,4280
5565,-185,4227
5605,-180,4292
5580,-222,4237
5560,-190,4232
5565,-175,4217
5530,-227,4242
5510,-175,4212
5505,-165,4217
5540,-185,4207
5500,-185,4260
5505,-140,4227
5530,-155,4275
5525,-185,4250
5475,-120,4222
5495,-217,4232
5470,-170,4280
5495,-190,4207
5465,-150,4217
5505,-200,4180
5490,-150,4222
5485,-210,4165
5495,-160,4185
5460,-175,4165
5520,-180,4180
5520,-165,4175
5555,-145,4250
5550,-170,4227
5555,-190,4227
5540,-222,4242
5540,-155,4255
5530,-217,4232
5540,-175,4250
5555,-195,4242
5570,-217,4260
5515,-165,4302
5555,-170,4312
5535,-130,4285
5545,-185,4307
5580,-195,4327
5575,-160,4307
5560,-155,4365
5565,-185,4377
5575,-175,4312
5580,-145,4387
5550,-135,4360
5585,-160,4360
5610,-145,4420
5590,-125,4420
5630,-110,4467
5635,-105,4467
5625,-135,4425
5630,-180,4455
5610,-155,4445
5650,-115,4450
5600,-110,4492
5665,-150,4487
5655,-110,4510
5675,-115,4582
5720,-100,4515
5700,-85,4632
5730,-120,4525
5715,-110,4562
5690,-130,4562
5700,-115,4540
5750,-105,4540
5725,-135,4572
5760,-135,4562
5735,-105,4562
5715,-160,4572
5750,-120,4567
5775,-150,4520
5715,-150,4540
5740,-160,4577
5802,-140,4540
5787,-185,4547
5750,-130,4552
5760,-130,4547
5770,-150,4552
5775,-170,4510
5770,-125,4540
5720,-185,4540
5760,-180,4520
5740,-185,4520
5755,-180,4492
5725,-200,4515
5725,-165,4515
5710,-180,4477
5715,-165,4497
5705,-165,4467
5695,-150,4497
5650,-170,4482
5705,-120,4467
5680,-185,4462
5705,-145,4455
5705,-155,4510
5690,-170,4482
5725,-180,4467
5710,-170,4412
5665,-155,4467
5645,-155,4472
5600,-150,4497
5620,-155,4467
5655,-125,4445
5625,-70,4472
5595,-130,4510
5650,-120,4472
5680,-100,4525
5615,-130,4472
5625,-115,4482
5660,-110,4510
5685,-100,4492
5670,-90,4492
5655,-50,4535
5575,-40,4530
5565,-15,4535
5535,-25,4482
5485,-35,4462
5490,-50,4492
5505,-30,4455
5545,15,4487
5495,10,4477
5520,-15,4505
5565,55,4567
5555,25,4590
5570,30,4567
5555,45,4600
5555,60,4637
5570,65,4595
5525,95,4600
5515,95,4590
5525,100,4600
5490,65,4577
5455,145,4540
5465,90,4557
5460,145,4557
5425,165,4510
5420,160,4497
5405,155,4482
5400,210,4445
5395,242,4477
5335,217,4430
5360,222,4462
5365,272,4467
5395,252,4467
5355,242,4462
5345,252,4450
5370,302,4462
5365,282,4450
5345,292,4387
5355,342,4412
5345,322,4392
5335,287,4402
5380,317,4350
5330,357,4350
5330,357,4365
5350,352,4412
5360,455,4392
5415,480,4412
5395,500,4392
5425,480,4435
5435,510,4402
5465,555,4397
5480,550,4387
5495,570,4397
5500,595,4467
5540,600,4440
5545,615,4450
5575,615,4467
5590,600,4450
5580,600,4477
5530,625,4467
5535,635,4430
5590,610,4412
5545,630,4392
5545,630,4392
5480,635,4397
5495,640,4370
5490,635,4307
5510,615,4285
5495,640,4297
5525,662,4275
5525,652,4275
5520,667,4312
5555,672,4292
5570,707,4327
5575,722,4302
5610,697,4302
5635,762,4317
5650,752,4317
5680,717,4355
5675,707,4365
5755,782,4382
5705,787,4360
5720,767,4327
5690,747,4322
5750,737,4340
5725,742,4350
5755,752,4382
5782,767,4397
5807,782,4402
5822,782,4350
5792,827,4232
5730,802,4200
5730,797,4122
5725,827,4100
5750,827,4137
5782,870,4147
5745,847,4142
5745,817,4147
5792,812,4227
5837,875,4237
5837,852,4302
5912,812,4335
5907,847,4345
5957,870,4360
6022,842,4360
6052,875,4412
6087,875,4355
6092,900,4327
6112,827,4350
6142,827,4377
6082,900,4407
6122,875,4397
6092,857,4407
6107,837,4370
6117,837,4382
6122,837,4392
6132,832,4450
6152,870,4487
6172,852,4472
6177,895,4487
6192,865,4462
6277,827,4467
6262,827,4482
6272,852,4520
6292,812,4497
6307,817,4472
6327,857,4435
6332,807,4425
6327,842,4377
6342,847,4397
6387,832,4345
6412,870,4302
6425,852,4270
6460,832,4212
6485,865,4142
6515,842,4157
6500,870,4237
6520,842,4270
6570,807,4312
6535,787,4365
6550,802,4445
6565,812,4445
6545,767,4505
6540,772,4487
6510,817,4477
6560,752,4492
6605,777,4430
6630,737,4425
6695,747,4445
6680,737,4467
6710,672,4482
6775,677,4450
6795,652,4440
6795,702,4472
6810,682,4450
6805,647,4492
6795,652,4505
6835,605,4520
6830,585,4535
6890,590,4510
6895,525,4497
6900,555,4540
6885,530,4535
6950,530,4525
6940,515,4505
6955,500,4482
6975,520,4520
6955,485,4525
6950,465,4540
6935,440,4510
6935,402,4525
6995,422,4572
7000,397,4600
6950,392,4572
6950,317,4625
6975,362,4600
6915,357,4620
6925,317,4637
6925,287,4652
6895,262,4600
6905,222,4595
6940,210,4600
6895,180,4577
6940,175,4590
6915,180,4562
6930,165,4582
6935,125,4552
6945,120,4557
6900,105,4520
6900,120,4497
6905,85,4520
6935,30,4482
6910,45,4450
6880,-25,4435
6880,0,4455
6900,-35,4387
6895,-30,4425
6870,-85,4397
6835,-100,4402
6815,-120,4355
6810,-165,4312
6775,-160,4297
6775,-210,4297
6770,-205,4242
6785,-175,4242
6765,-155,4302
6710,-160,4307
6730,-185,4307
6665,-205,4285
6690,-247,4237
6620,-267,4265
6570,-262,4212
6590,-257,4190
6555,-297,4170
6550,-372,4147
6550,-312,4142
6500,-327,4142
6495,-387,4137
6475,-282,4175
6440,-312,4217
6412,-342,4200
6367,-352,4242
6272,-307,4237
6232,-357,4212
6242,-352,4280
6247,-347,4242
6172,-332,4242
6122,-347,4242
6132,-332,4217
6092,-367,4217
6052,-372,4170
6082,-347,4147
6007,-387,4100
5987,-377,4105
5997,-422,4042
5897,-402,3972
5877,-337,3967
5822,-387,4005
5770,-352,3995
5797,-347,4115
5765,-327,4190
5765,-322,4207
5770,-292,4200
5685,-277,4292
5735,-262,4285
5710,-222,4297
5695,-222,4285
5715,-227,4335
5595,-222,4270
5595,-237,4307
5580,-195,4345
5595,-200,4322
5560,-155,4365
5610,-130,4425
5625,-135,4425
5595,-145,4477
5630,-105,4430
5605,-80,4487
5575,-80,4505
5545,-50,4492
5555,-65,4497
5565,-60,4467
5505,-20,4482
5500,-5,4462
5500,0,4420
5425,60,4482
5430,90,4455
5420,120,4492
5420,170,4430
5440,155,4497
5410,210,4510
5440,205,4462
5395,160,4482
5420,205,4445
5400,190,4412
5375,185,4472
5355,217,4420
5315,195,4370
5350,237,4345
5335,277,4255
5320,252,4297
5345,292,4280
5280,292,4275
5290,332,4335
5285,322,4355
5315,322,4312
5335,337,4302
5305,362,4302
5310,352,4292
5315,367,4227
5260,357,4180
5305,372,4165
5305,377,4137
5280,397,4170
5255,362,4165
5250,377,4157
5280,382,4200
5255,347,4147
5300,372,4237
5300,292,4227
5250,282,4175
5305,277,4207
5255,272,4185
5280,267,4195
5260,237,4175
5305,190,4260
5295,165,4275
5340,125,4327
5340,120,4345
5365,135,4365
5385,45,4365
5385,35,4350
5390,-5,4350
5440,-20,4355
5435,-30,4327
5460,-55,4327
5470,-80,4270
5515,-125,4355
5555,-60,4360
5550,-135,4335
5575,-155,4365
5625,-135,4360
5620,-130,4425
5645,-130,4455
5650,-175,4445
5700,-150,4492
5770,-140,4515
5807,-165,4535
5867,-140,4535
5887,-180,4492
5957,-165,4530
5992,-160,4510
5987,-217,4487
6087,-232,4525
6107,-257,4492
6187,-227,4520
6147,-232,4505
6237,-227,4462
6282,-205,4472
6332,-190,4520
6402,-185,4525
6440,-160,4505
6465,-160,4482
6515,-140,4510
6585,-130,4477
6610,-150,4472
6585,-140,4510
6650,-130,4515
6660,-105,4552
6640,-70,4595
6670,-65,4620
6710,-5,4652
6695,-5,4695
6730,40,4705
6745,100,4732
6770,100,4705
6785,110,4680
6780,115,4690
6795,195,4680
6795,165,4717
6835,185,4685
6845,170,4727
6800,237,4752
6815,222,4742
6835,257,4742
6800,282,4765
6780,257,4705
6805,302,4760
6825,302,4747
6780,342,4732
6850,367,4737
6865,392,4742
6835,435,4727
6855,490,4742
6820,455,4742
6820,440,4747
6815,470,4742
6775,475,4770
6720,510,4765
6755,525,4752
6710,550,4795
6740,565,4775
6670,565,4765
6630,635,4780
6685,625,4710
6655,640,4695
6640,635,4710
6660,667,4700
6610,677,4727
6610,682,4667
6600,717,4700
6555,647,4727
6555,702,4685
6460,722,4695
6435,732,4675
6387,737,4662
6417,752,4685
6337,772,4667
6342,747,4667
6322,772,4615
6302,802,4625
6242,807,4577
6272,817,4492
6227,852,4567
6222,870,4552
6162,842,4510
6107,847,4482
6102,827,4505
6067,847,4497
6037,812,4462
6012,802,4462
6022,812,4487
6002,802,4467
5972,762,4440
5952,767,4492
5957,807,4440
5927,817,4402
5912,812,4345
5877,842,4370
5827,777,4292
5817,827,4355
5787,807,4322
5807,812,4280
5715,777,4322
5760,767,4355
5730,777,4355
5745,747,4382
5715,742,4327
5670,717,4377
5635,697,4360
5605,687,4382
5585,682,4360
5585,707,4402
5570,635,4355
5535,640,4402
5565,652,4402
5520,605,4425
5485,625,4397
5505,570,4397
5445,585,4392
5450,555,4382
5420,540,4335
5380,520,4327
5410,535,4335
5405,520,4317
5345,470,4280
