Fs,50.00
Initialization time,60
mx,my,mz
5690,585,4727
5782,585,4685
5842,667,4752
5932,640,4790
6032,647,4832
6107,635,4880
6137,585,4902
6157,625,4940
6222,570,4922
6107,600,4935
6107,580,4950
6017,560,4917
5932,585,4922
5892,550,4875
5792,530,4837
5690,530,4795
5580,500,4675
5520,455,4595
5430,470,4515
5375,422,4350
5255,382,4165
5220,357,4062
5190,377,3897
5145,337,3755
5127,282,3637
5140,297,3520
5092,257,3457
5077,232,3430
5112,247,3392
5127,205,3350
5102,217,3330
5112,185,3235
5165,145,3122
5175,90,3037
5140,85,3005
5190,45,2952
5225,0,2810
5265,10,2755
5275,25,2782
5290,-5,2772
5250,-35,2810
5310,-140,2825
5280,-105,2925
5345,-125,3017
5290,-165,3070
5290,-170,3127
5340,-170,3222
5245,-200,3277
5295,-175,3387
5275,-180,3430
5305,-200,3515
5335,-165,3655
5340,-185,3690
5335,-165,3845
5295,-200,3915
5365,-160,4042
5390,-100,4190
5450,-125,4322
5510,-80,4430
5580,-25,4462
5615,-45,4615
5655,-25,4652
5705,-45,4652
5690,-75,4642
5700,-110,4562
5680,-85,4535
5625,-130,4540
5620,-110,4462
5565,-115,4407
5535,-90,4377
5410,-105,4275
5395,-60,4105
5300,-55,4025
5230,-60,3962
5170,0,3770
5180,15,3680
5160,30,3595
5127,50,3430
5140,45,3260
5140,25,3155
5160,75,2952
5215,70,2830
5275,120,2735
5340,75,2522
5350,110,2452
5455,145,2342
5510,160,2257
5550,160,2202
5675,150,2070
5725,145,2045
5750,175,1997
5725,150,2027
5782,135,1997
5842,120,2002
5877,135,1917
5987,95,1905
6007,25,1900
6062,-25,1955
6122,-95,2022
6107,-130,2065
6137,-180,2140
6127,-222,2235
6067,-282,2295
6012,-327,2410
5977,-362,2495
5917,-377,2622
5902,-382,2677
5852,-392,2872
5802,-435,3017
5760,-427,3180
5782,-402,3315
5787,-397,3495
5807,-407,3647
5877,-392,3855
5852,-367,3987
5897,-422,4030
5942,-347,4122
5947,-352,4142
5972,-357,4152
5912,-352,4080
5957,-347,4015
5937,-342,3987
5907,-407,3945
5852,-367,3887
5822,-397,3770
5770,-397,3760
5730,-412,3740
5650,-362,3690
5590,-362,3537
5555,-332,3505
5460,-337,3405
5425,-222,3287
5360,-222,3192
5370,-205,3117
5320,-185,2990
5330,-125,2947
5350,-120,2867
5330,-90,2750
5350,-55,2650
5440,-70,2465
5510,-10,2415
5580,-25,2315
5625,10,2210
5740,30,2097
5770,35,2060
5867,55,2055
5942,75,1980
6057,75,1947
6122,70,1912
6132,60,1942
6192,110,1900
6272,105,1937
6357,125,1900
6382,120,1900
6450,110,1965
6535,105,1985
6595,135,2045
6705,140,2075
6765,140,2177
6805,65,2235
6870,110,2257
6890,50,2400
6935,-40,2490
6925,-75,2570
6920,-135,2585
6890,-190,2640
6835,-232,2735
6740,-292,2767
6770,-277,2852
6790,-337,2937
6765,-372,3000
6725,-352,3022
6710,-357,3122
6715,-377,3187
6650,-422,3325
6635,-407,3335
6610,-412,3307
6605,-435,3442
6600,-407,3527
6585,-440,3477
6565,-377,3490
6530,-372,3580
6580,-412,3675
6595,-367,3775
6605,-417,3660
6595,-382,3707
6595,-392,3765
6635,-392,3812
6620,-367,3782
6575,-407,3670
6560,-382,3665
6570,-407,3600
6565,-402,3570
6535,-445,3542
6450,-412,3425
6440,-465,3277
6372,-480,3192
6272,-455,3085
6282,-435,3005
6132,-412,2900
6082,-435,2830
6082,-417,2767
6007,-435,2725
5997,-417,2677
5962,-402,2617
6007,-392,2602
6077,-387,2537
6087,-362,2500
6127,-367,2447
6227,-337,2405
6327,-307,2422
6402,-292,2415
6530,-302,2432
6590,-247,2380
6645,-210,2490
6695,-180,2517
6775,-200,2517
6805,-155,2555
6835,-185,2575
6800,-120,2585
6895,-165,2655
6925,-180,2745
6945,-160,2877
6960,-200,2962
7005,-200,3180
7000,-205,3292
7015,-227,3485
6995,-210,3600
6980,-227,3745
6975,-180,3920
6895,-252,3897
6830,-237,4072
6870,-217,4147
6840,-135,4190
6805,-205,4260
6815,-135,4322
6785,-180,4350
6760,-140,4462
6770,-160,4482
6770,-115,4547
6725,-80,4482
6740,-120,4547
6735,-100,4567
6755,-60,4595
6855,-55,4525
6865,-90,4420
6875,-170,4345
6920,-100,4260
7025,-75,4237
7035,-80,4090
7045,-65,4015
7082,-65,4047
7132,-35,4025
7152,-10,3892
7147,-40,3830
7167,-50,3802
7232,10,3782
7207,60,3782
7207,20,3680
7207,20,3642
7212,50,3562
7202,35,3520
7227,-35,3457
7162,-45,3340
7177,-120,3212
7122,-75,3160
7082,-145,3095
7020,-195,3010
6995,-210,2962
6920,-222,2920
6865,-257,2872
6825,-277,2852
6775,-327,2797
6695,-302,2777
6625,-307,2767
6615,-377,2725
6580,-382,2730
6530,-382,2772
6475,-427,2830
6460,-435,2872
6460,-455,2830
6412,-402,2895
6445,-465,2872
6465,-417,2857
6490,-402,3010
6535,-440,2985
6595,-407,3060
6585,-407,3070
6645,-407,3060
6670,-422,3095
6685,-372,3150
6675,-352,3132
6705,-377,3235
6730,-382,3292
6725,-397,3382
6640,-367,3410
6680,-387,3605
6660,-327,3755
6675,-342,3910
6575,-357,4015
6510,-312,4152
6430,-297,4242
6407,-262,4387
6352,-257,4445
6282,-247,4505
6277,-247,4605
6287,-180,4657
6367,-135,4695
6367,-90,4790
6402,-55,4887
6455,25,4902
6470,45,4955
6470,65,4940
6480,90,4965
6530,105,4935
6480,35,4897
6545,10,4930
6565,85,4902
6575,115,4930
6595,120,4897
6640,155,4935
6695,222,4922
6725,232,4930
6730,237,4912
6750,217,4875
6760,262,4845
6795,287,4845
6770,252,4832
6770,292,4845
6795,337,4850
6810,332,4855
6825,367,4865
6775,392,4865
6855,362,4865
6795,382,4812
6780,387,4827
6745,397,4907
6770,412,4887
6765,445,4870
6780,402,4802
6790,440,4850
6760,435,4875
6800,377,4832
6785,367,4855
6790,362,4865
6785,327,4897
6750,302,4907
6760,160,4807
6770,90,4850
6765,65,4680
6735,-70,4600
6770,-75,4455
6780,-125,4450
6745,-150,4370
6790,-135,4392
6775,-120,4365
6825,-175,4327
6830,-170,4255
6865,-180,4200
6915,-155,4137
6945,-150,3957
6970,-155,3835
7005,-185,3812
7045,-205,3787
7020,-135,3685
7087,-150,3632
7082,-145,3622
7117,-105,3552
7142,-135,3467
7137,-150,3320
7157,-95,3212
7122,-70,3132
7092,-70,3042
7122,-55,2947
7077,-75,2862
7040,-80,2820
7030,-70,2750
6990,-45,2762
7005,-40,2660
7015,-65,2650
6970,-65,2565
6970,-70,2507
6950,-10,2512
6910,-45,2470
6920,-40,2490
6935,-45,2490
6880,-85,2452
6895,-75,2470
6895,-70,2432
6935,-25,2480
6905,-40,2447
6925,-40,2442
6915,0,2475
6960,-20,2475
6990,25,2475
6955,25,2522
7045,50,2560
7060,60,2607
7097,80,2635
7102,105,2687
7112,115,2712
7152,130,2782
7167,120,2840
7222,135,2872
7247,140,2942
7202,95,3052
7197,125,3117
7217,45,3187
7237,85,3222
7217,75,3287
7227,45,3207
7217,60,3180
7202,10,3180
7202,40,3150
7197,30,3180
7182,-20,3170
7167,-20,3175
7177,-30,3192
7197,-75,3197
7162,-65,3165
7127,-30,3122
7137,-85,3085
7112,-55,3010
7082,-85,2932
7067,-105,2835
7045,-105,2772
6995,-125,2777
6945,-115,2682
6975,-100,2677
6930,-110,2617
6940,-120,2602
6950,-115,2597
6940,-95,2592
6915,-155,2507
6885,-95,2475
6845,-140,2427
6790,-120,2410
6775,-85,2320
6775,-90,2315
6715,-105,2310
6690,-65,2272
6705,-45,2215
6660,10,2187
6600,15,2172
6635,-15,2102
6605,30,2125
6570,55,2092
6565,75,2045
6570,165,2032
6575,155,2022
6530,160,1975
6535,175,2002
6545,195,2007
6565,252,2050
6600,252,2045
6600,282,2070
6655,277,2082
6655,272,2092
6700,307,2117
6700,297,2155
6735,312,2160
6790,332,2145
6775,312,2177
6830,352,2305
6795,327,2300
6925,332,2362
6950,362,2427
7000,332,2465
7000,337,2517
7067,307,2550
7040,317,2565
7107,317,2570
7132,272,2660
7162,297,2730
7137,205,2772
7182,195,2820
7147,155,2862
7157,125,2925
7162,75,2920
7157,5,2867
7112,25,2862
7050,-50,2835
7087,-85,2792
7035,-155,2797
6955,-195,2815
6905,-222,2857
6920,-217,2872
6915,-257,2905
6890,-287,3005
6845,-272,2995
6770,-337,3052
6765,-342,2985
6720,-392,3005
6670,-347,2980
6660,-397,3010
6585,-397,2942
6575,-402,2952
6515,-362,3005
6510,-402,2937
6460,-445,2942
6425,-407,2867
6367,-427,2787
6382,-412,2777
6307,-387,2762
6292,-417,2707
6262,-407,2597
6177,-382,2597
6157,-372,2542
6127,-362,2532
6042,-307,2470
6042,-322,2367
6027,-282,2325
5937,-277,2337
5932,-267,2330
5872,-205,2210
5847,-205,2192
5842,-135,2155
5837,-105,2112
5817,-70,2092
5857,-75,2040
5887,15,2012
5932,30,1985
5997,85,1947
6007,145,1960
6062,110,1955
6067,180,1927
6142,155,1912
6227,247,1937
6242,282,1912
6292,302,1965
6352,312,1955
6392,317,1960
6387,372,2017
6470,327,1985
6510,342,2065
6550,337,2102
6550,327,2112
6645,412,2112
6690,347,2155
6750,322,2197
6765,262,2230
6835,267,2230
6820,232,2220
6795,165,2215
6790,120,2225
6735,85,2230
6695,-30,2225
6675,-120,2210
6605,-125,2277
6645,-160,2357
6525,-180,2362
6485,-262,2362
6377,-312,2470
6362,-332,2555
6327,-387,2697
6252,-475,2755
6212,-435,2905
6182,-417,3037
6152,-412,3122
6112,-480,3102
6067,-490,3085
6082,-510,3117
6062,-475,3165
6017,-500,3117
5962,-470,3085
5982,-480,3117
5967,-465,3102
5952,-475,3222
6002,-460,3230
5967,-490,3240
5932,-460,3217
5892,-445,3202
5927,-505,3245
5892,-475,3145
5827,-485,3080
5775,-412,2962
5770,-342,2890
5645,-352,2852
5620,-357,2815
5550,-327,2825
5560,-267,2852
5535,-242,2830
5445,-237,2762
5415,-227,2740
5395,-170,2745
5400,-120,2740
5350,-125,2617
5330,-100,2592
5340,-100,2607
5345,-15,2592
5375,0,2532
5380,50,2457
5345,100,2432
5405,155,2452
5405,200,2390
5375,277,2347
5465,252,2320
5450,222,2310
5495,262,2252
5515,287,2215
5570,302,2202
5615,282,2172
5670,307,2125
5740,372,2130
5730,342,2055
5817,337,2002
5842,342,2007
5887,357,1980
5877,327,1937
5932,252,1937
5957,237,1905
5942,257,1905
6027,165,1857
6037,120,1862
6102,95,1880
6082,20,1912
6077,-35,1942
6012,-155,2032
6002,-200,2107
5952,-205,2135
5937,-242,2210
5892,-272,2352
5897,-277,2347
5862,-307,2452
5877,-312,2507
5792,-327,2640
5725,-307,2635
5725,-347,2825
5670,-307,2835
5630,-372,2980
5620,-392,3117
5605,-367,3230
5545,-357,3340
5580,-342,3485
5625,-382,3670
5630,-347,3712
5610,-302,3775
5580,-332,3845
5650,-352,3892
5670,-322,3967
5665,-342,4005
5625,-312,3897
5675,-322,3910
5600,-292,3877
5645,-332,3920
5600,-317,3897
5560,-292,3855
5535,-317,3817
5540,-307,3812
5470,-287,3712
5460,-247,3770
5395,-217,3732
5365,-227,3632
5325,-160,3600
5265,-155,3500
5255,-110,3462
5195,-100,3382
5225,-85,3340
5145,-30,3297
5155,60,3207
5215,35,3070
5210,70,2920
5175,140,2890
5200,120,2852
5205,85,2745
5275,155,2687
5275,165,2635
5355,210,2537
5320,205,2470
5390,165,2367
5395,185,2352
5455,210,2315
5490,175,2277
5535,165,2172
5590,115,2092
5640,110,2075
5665,55,2050
5740,-10,2065
5710,-35,2092
5700,-105,2107
5655,-115,2230
5620,-155,2347
5570,-170,2415
5535,-217,2517
5515,-205,2602
5495,-247,2725
5455,-227,2835
5410,-232,2942
5390,-180,3052
5360,-237,3137
5335,-222,3240
5280,-195,3382
5310,-195,3520
5320,-180,3647
5310,-165,3812
5365,-170,3995
5455,-165,4132
5485,-160,4232
5500,-135,4335
5580,-140,4425
5675,-140,4467
5655,-165,4462
5760,-145,4450
5750,-237,4397
5745,-210,4397
5735,-242,4327
5720,-237,4250
5700,-242,4127
5635,-262,4170
5630,-272,4105
5610,-297,4067
5570,-237,4080
5550,-247,4047
5505,-217,4000
5465,-262,3987
5405,-210,3897
5355,-205,3840
5340,-180,3727
5295,-150,3642
5295,-145,3537
5255,-120,3495
5275,-125,3287
5220,-100,3222
5240,-80,3132
5280,-60,3037
5255,-75,2962
5265,-85,2920
5270,-90,2867
5300,-70,2835
5315,-120,2777
5320,-70,2707
5355,-115,2645
5365,-140,2612
5440,-165,2555
5440,-170,2575
5395,-200,2585
5380,-165,2692
5385,-217,2862
5415,-205,3070
5360,-160,3235
5330,-190,3382
5290,-155,3520
5285,-160,3600
5280,-105,3712
5300,-140,3750
5305,-130,3860
5310,-70,3945
5330,-50,4067
5345,5,4157
5395,10,4365
5415,70,4467
5515,120,4647
5605,100,4705
5775,85,4827
5867,125,4892
5977,155,4950
6047,175,4955
6167,115,4955
6227,115,4955
6307,175,4987
6312,90,5015
6377,30,4912
6407,-25,4892
6357,-80,4827
6417,-70,4765
6460,-130,4732
6480,-110,4685
6470,-140,4625
6425,-195,4605
6417,-252,4552
6322,-222,4525
6262,-242,4520
6212,-282,4450
6162,-287,4440
6052,-287,4402
5982,-252,4345
5947,-332,4280
5887,-292,4200
5822,-382,4090
5827,-337,4015
5775,-367,3945
5690,-362,3910
5685,-377,3765
5675,-392,3732
5650,-407,3680
5620,-397,3642
5600,-372,3605
5610,-347,3575
5615,-392,3590
5595,-362,3600
5590,-372,3600
5505,-332,3755
5555,-287,3830
5490,-247,3995
5490,-242,4080
5565,-170,4217
5570,-130,4435
5635,-75,4572
5670,-70,4667
5715,-10,4722
5750,10,4765
5775,50,4850
5797,150,4875
5867,160,4907
5897,150,4917
5942,252,5020
6047,317,4992
6147,445,5035
6332,402,5007
6460,485,5002
6645,495,4870
6720,565,4747
6805,565,4590
6945,625,4392
7067,605,4355
7040,565,4190
7122,570,4110
7127,545,4005
7157,515,3940
7222,500,3867
7202,450,3825
7212,455,3755
7257,397,3637
7222,327,3562
7287,282,3447
7317,242,3435
7322,165,3330
7272,130,3315
7267,80,3202
7207,-10,3192
7192,-30,3175
7207,-55,3155
7147,-140,3150
7107,-100,3127
7077,-195,3192
7000,-242,3207
6970,-190,3207
6950,-272,3250
6975,-287,3340
7010,-237,3325
6930,-287,3372
6975,-257,3377
6965,-272,3377
7010,-252,3425
7000,-237,3452
7035,-227,3500
7010,-222,3527
7045,-205,3570
7035,-242,3655
7072,-170,3812
7082,-130,3925
7067,-165,4047
7025,-95,4157
7040,-85,4217
7005,-55,4322
7035,-5,4420
7025,40,4510
7015,35,4482
7030,95,4455
7077,130,4467
7067,185,4435
7122,217,4412
7197,242,4322
7172,297,4250
7212,352,4132
7257,327,3982
7317,362,3845
7337,342,3755
7332,362,3542
7267,342,3435
7332,332,3307
7277,332,3085
7252,327,2942
7232,302,2835
7147,222,2650
7127,222,2607
7097,257,2527
7040,232,2485
6970,242,2415
6950,227,2352
6925,200,2325
6910,232,2272
6850,232,2220
6890,257,2240
6830,205,2220
6815,257,2215
6780,205,2150
6735,217,2150
6695,237,2172
6740,190,2182
6735,232,2192
6775,232,2197
6760,257,2187
6780,242,2145
6785,237,2240
6840,185,2257
6890,252,2282
6920,155,2362
6930,180,2362
6925,210,2362
6970,170,2422
6985,195,2475
7010,205,2517
7072,242,2602
7082,292,2712
7152,287,2862
7207,322,2985
7297,352,3090
7237,407,3245
7242,445,3320
7242,412,3362
7287,382,3400
7247,382,3377
7247,392,3302
7257,387,3207
7292,392,3202
7297,332,3132
7247,332,3112
7272,247,3075
7232,277,3010
7247,210,2942
7167,195,2915
7117,160,2782
7117,145,2720
7082,115,2635
7060,25,2612
7015,10,2612
6995,-15,2555
6920,-35,2542
6900,-40,2522
6855,-110,2480
6735,-105,2380
6680,-115,2262
6600,-90,2177
6475,-75,2050
6322,-25,2017
6287,10,1975
6217,0,2007
6167,60,1955
6132,60,1975
6162,85,1965
6167,130,1947
6117,125,1927
6167,155,1970
6197,175,1947
6177,210,1965
6192,237,1965
6192,277,1985
6182,282,1970
6167,257,1990
6242,347,1980
6252,322,2017
6302,302,2007
6357,347,2022
6485,302,2087
6540,297,2130
6685,282,2182
6760,307,2225
6795,362,2330
6865,382,2400
6915,417,2527
6985,510,2592
6945,465,2640
6955,465,2665
7010,455,2645
7020,357,2602
7050,372,2622
7040,337,2580
7055,267,2580
7097,262,2627
7055,155,2650
7112,115,2617
7040,85,2665
7025,20,2650
6990,-45,2645
6940,-45,2627
6955,-105,2640
6905,-155,2622
6885,-227,2677
6835,-180,2767
6765,-267,2740
6725,-282,2755
6700,-297,2882
6675,-362,2890
6650,-362,2967
6580,-357,2990
6570,-412,2975
6495,-417,2942
6440,-397,2905
6337,-392,2905
6227,-435,2772
6137,-435,2697
6037,-407,2670
5962,-377,2602
5922,-382,2592
5902,-302,2602
5812,-307,2565
5745,-317,2550
5695,-262,2507
5680,-200,2457
5615,-205,2475
5540,-165,2395
5540,-140,2400
5530,-90,2347
5575,-75,2310
5605,-40,2182
5710,-15,2135
5802,25,2065
5867,75,2007
5967,75,1960
6097,135,1970
6172,165,1932
6237,185,1937
6272,287,1955
6322,262,1970
6392,297,1997
6362,312,1960
6387,322,2027
6505,267,2027
6520,257,2002
6580,175,2050
6635,145,2022
6700,105,2082
6715,80,2182
6745,-40,2257
6745,-70,2305
6735,-155,2385
6725,-195,2422
6645,-262,2465
6630,-267,2565
6580,-372,2627
6550,-317,2645
6475,-352,2787
6495,-402,2895
6460,-445,2995
6475,-445,3170
6455,-412,3255
6445,-445,3265
6425,-427,3240
6425,-475,3362
6425,-445,3335
6397,-450,3265
6312,-465,3192
6242,-460,3102
6147,-422,3027
6097,-455,2990
6072,-422,2947
5957,-495,2852
5917,-435,2787
5842,-422,2847
5765,-407,2810
5720,-397,2787
5575,-342,2750
5515,-292,2792
5430,-252,2777
5355,-195,2835
5310,-175,2862
5330,-135,2750
5310,-65,2730
5315,-55,2622
5355,-105,2512
5390,-35,2432
5560,-60,2295
5605,-40,2155
5740,5,2050
5817,25,1975
5922,50,1922
5962,150,1905
5982,170,1927
5982,185,1912
5942,222,1932
5962,227,1905
5972,247,1922
5927,277,1885
6012,267,1875
6082,287,1927
6132,307,1890
6227,307,1955
6282,327,1980
6455,282,1990
6525,262,1990
6635,222,2022
6690,232,2130
6740,227,2140
6770,170,2155
6765,105,2155
6740,70,2167
6660,-25,2197
6685,-100,2252
6700,-145,2395
6710,-227,2422
6680,-247,2597
6690,-307,2692
6640,-317,2707
6595,-322,2697
6545,-347,2720
6485,-337,2682
6412,-387,2607
6297,-377,2580
6212,-327,2522
6107,-342,2432
5962,-292,2325
5887,-227,2230
5837,-242,2202
5765,-160,2140
5797,-125,2167
5817,-85,2107
5802,-35,2145
5802,-50,2060
5847,-25,2055
5982,-45,2007
6112,-15,2012
6262,-40,1997
6450,-10,2012
6625,75,2050
6785,145,2167
6885,180,2325
6985,257,2405
6975,317,2507
7035,387,2565
7010,402,2640
7055,417,2677
7045,455,2597
7072,455,2687
7137,362,2697
7162,392,2772
7157,352,2782
7227,292,2867
7252,327,2985
7262,312,3095
7307,277,3160
7357,237,3302
7332,297,3315
7347,292,3372
7307,292,3392
7317,257,3340
7337,272,3350
7312,252,3335
7327,257,3277
7352,242,3260
7322,262,3192
7267,222,3165
7282,237,3122
7257,237,3047
7202,217,2920
7192,237,2852
7167,227,2730
7127,252,2707
7147,170,2617
7077,195,2580
7082,217,2522
7092,150,2542
7077,190,2512
7077,180,2555
7050,170,2555
7072,180,2542
7092,165,2550
7060,170,2560
7040,95,2565
7097,100,2612
7067,85,2645
7067,65,2735
7147,5,2835
7132,-25,2872
7137,-50,2975
7127,-80,3010
7152,-50,3170
7142,-125,3222
7162,-105,3325
7102,-105,3325
7097,-135,3372
7107,-185,3435
7112,-135,3415
7067,-205,3452
7060,-227,3520
6985,-272,3532
6995,-292,3617
6980,-262,3702
6985,-267,3825
6920,-277,3877
6855,-272,4000
6875,-277,4132
6865,-237,4265
6810,-180,4382
6780,-145,4450
6730,-140,4535
6715,-130,4590
6735,-65,4642
6715,-70,4727
6690,-5,4742
6690,25,4822
6695,40,4827
6690,85,4827
6760,115,4807
6785,150,4812
6815,242,4770
6840,277,4795
6850,327,4770
6925,392,4717
6925,412,4657
7000,407,4590
7005,397,4467
7010,495,4430
7055,450,4345
7102,435,4297
7132,422,4255
7157,387,4222
7197,312,4185
7222,307,4157
7222,272,4142
7242,210,4072
7207,95,4090
7137,130,4062
7182,50,4115
7142,-40,4157
7050,-20,4142
6990,-70,4175
6985,-80,4307
6875,-160,4382
6755,-195,4420
6635,-242,4412
6595,-237,4430
6480,-292,4402
6412,-322,4407
6287,-337,4322
6197,-352,4265
6162,-352,4212
6072,-407,4170
6067,-387,4057
6032,-427,4067
5992,-465,3952
5967,-465,3882
5902,-480,3830
5917,-455,3802
5872,-450,3760
5837,-417,3775
5812,-500,3782
5852,-422,3792
5857,-455,3840
5807,-412,3957
5797,-407,4005
5822,-402,4105
5822,-392,4217
5787,-357,4265
5807,-302,4387
5787,-282,4382
5787,-262,4430
5857,-252,4482
5852,-247,4557
5797,-217,4600
5887,-190,4652
5897,-130,4785
5992,-125,4807
6027,-35,4902
6032,-35,4940
6047,60,4955
6142,60,4997
6157,75,4992
6237,95,5035
6287,70,4965
6332,90,5015
6352,25,4955
6362,5,4935
6382,-10,4935
6352,-35,4887
6327,-100,4827
6302,-115,4780
6237,-165,4770
6207,-190,4710
6172,-217,4695
6082,-185,4605
5977,-272,4577
5897,-262,4547
5832,-242,4450
5765,-262,4420
5725,-312,4370
5630,-257,4335
5610,-242,4270
5455,-222,4165
5405,-210,4042
5305,-175,3910
5320,-155,3770
5260,-150,3680
5255,-145,3505
5240,-120,3377
5220,-125,3217
5255,-145,3122
5250,-130,2995
5280,-110,2820
5285,-100,2665
5375,-60,2580
5405,-50,2527
5430,-40,2500
5430,-70,2490
5430,-95,2470
5460,-140,2432
5480,-150,2427
5505,-140,2447
5560,-185,2380
5545,-190,2410
5595,-190,2422
5610,-277,2500
5645,-302,2575
5680,-332,2687
5685,-382,2777
5715,-382,2852
5705,-382,2967
5700,-407,3027
5725,-392,3175
5705,-392,3212
5720,-435,3260
5720,-435,3430
5725,-440,3495
5735,-445,3585
5760,-397,3717
5755,-382,3797
5812,-427,3867
5852,-387,3935
5892,-460,3995
5862,-397,4037
5887,-402,4037
5912,-342,4080
5872,-387,4057
5837,-377,3920
5812,-402,3882
5745,-382,3787
5745,-407,3702
5635,-427,3675
5525,-352,3580
5455,-337,3532
5365,-277,3457
5330,-262,3357
5320,-247,3335
5290,-195,3260
5255,-145,3187
5210,-110,3010
5260,-95,2847
5295,-95,2645
5380,-65,2517
5425,0,2357
5580,-30,2252
5645,35,2092
5700,55,2050
5832,90,1980
5832,110,1900
5902,155,1912
5967,165,1912
5972,205,1847
6022,267,1842
6107,267,1852
6142,262,1805
6207,287,1890
6267,267,1857
6342,222,1842
6382,175,1875
6417,135,1895
6465,90,1922
6485,0,1975
6465,-35,2012
6500,-75,2102
6475,-180,2097
6430,-210,2167
6425,-217,2220
6412,-297,2305
6425,-337,2325
6407,-352,2395
6402,-337,2480
6352,-372,2490
6357,-372,2660
6277,-392,2655
6267,-407,2645
6167,-417,2627
6112,-445,2627
6122,-402,2735
6122,-460,2792
6092,-475,2840
6022,-417,2730
5962,-427,2660
5942,-397,2570
5887,-327,2470
5817,-312,2372
5792,-272,2342
5750,-217,2215
5775,-185,2197
5735,-175,2197
5695,-145,2135
5675,-55,2102
5665,-25,2092
5620,30,2070
5605,75,2040
5645,110,2070
5705,190,2017
5797,217,2007
5822,232,1965
5977,277,1880
6012,312,1875
6092,347,1890
6162,347,1932
6237,337,1932
6332,417,1932
6407,377,1955
6440,445,1985
6525,377,2045
6595,327,2060
6725,297,2075
6750,232,2087
6810,175,2130
6830,40,2252
6845,5,2320
6805,-100,2372
6855,-135,2390
6815,-205,2490
6770,-262,2555
6715,-257,2622
6700,-312,2725
6700,-357,2867
6630,-352,3037
6655,-382,3155
6580,-407,3335
6560,-465,3500
6500,-440,3642
6455,-427,3760
6417,-392,3807
6377,-407,3877
6347,-412,3925
6277,-435,3977
6232,-407,4080
6167,-387,4080
6137,-402,4212
6072,-362,4270
6077,-327,4340
6047,-317,4392
6007,-272,4440
6002,-227,4497
5937,-267,4540
5967,-232,4590
5957,-232,4572
5917,-195,4600
5897,-227,4600
5917,-185,4590
5877,-217,4572
5912,-195,4567
5867,-222,4620
5917,-232,4520
5942,-257,4472
5982,-287,4435
5957,-312,4327
6017,-347,4260
6057,-372,4137
6102,-450,4047
6127,-440,3915
6147,-465,3727
6127,-480,3655
6172,-470,3520
6137,-480,3410
6197,-465,3315
6257,-490,3315
6212,-480,3180
6252,-505,3102
6277,-475,2995
6297,-445,2882
6277,-422,2750
6267,-417,2592
6272,-357,2475
6282,-337,2330
6312,-277,2342
6342,-277,2262
6435,-227,2182
6377,-210,2102
6382,-135,2032
6392,-40,1985
6342,-50,1937
6342,60,1947
6352,105,1895
6367,135,1852
6407,180,1917
6490,237,1912
6550,242,1985
6585,237,2007
6670,262,2060
6720,307,2145
6785,322,2177
6845,327,2225
6885,367,2347
6940,357,2385
6920,392,2427
6990,392,2465
6955,397,2405
6960,402,2480
6990,372,2452
7000,392,2500
7015,382,2585
7055,407,2555
7072,347,2585
7107,367,2622
7152,302,2617
7132,200,2707
7152,217,2725
7132,150,2655
7127,140,2670
7097,80,2612
7045,25,2597
7020,10,2537
6965,-50,2495
6885,-60,2410
6855,-100,2432
6830,-120,2347
6715,-110,2245
6675,-115,2245
6630,-105,2277
6570,-125,2177
6480,-175,2182
6397,-195,2140
6322,-140,2070
6277,-110,2092
6207,-55,2012
6137,-75,1955
6062,-15,1912
6062,45,1922
6032,60,1880
6007,125,1900
6052,150,1942
6012,222,1917
6042,222,1927
6057,272,1965
6042,332,1937
6057,372,1955
6097,387,1975
6147,402,1922
6192,412,1960
6327,412,2012
6382,397,2045
6455,407,2060
6520,440,2145
6600,500,2172
6680,500,2202
6680,525,2267
6790,480,2362
6790,480,2372
6930,460,2452
6895,515,2500
6980,485,2522
7035,475,2602
7072,450,2735
7147,470,2792
7157,510,2895
7207,440,3000
7217,440,3042
7192,367,3117
7252,292,3165
7267,312,3170
7267,282,3175
7282,267,3122
7262,195,3052
7222,125,2995
7237,90,2957
7182,80,2952
7207,40,2975
7162,-15,2962
7137,15,2942
7142,-40,2947
7107,-40,2910
7067,-75,2852
7050,-130,2735
6960,-80,2645
6925,-155,2575
6875,-125,2480
6750,-205,2405
6650,-190,2325
6585,-222,2245
6540,-237,2262
6480,-252,2287
6440,-267,2305
6337,-222,2202
6247,-190,2202
6187,-185,2167
6162,-200,2102
6067,-150,2082
6022,-165,2065
5977,-150,2045
5882,-140,2012
5852,-75,2075
5760,-5,2040
5787,45,2060
5695,100,2082
5625,140,2070
5630,155,2117
5620,205,2130
5635,210,2167
5635,242,2087
5685,257,2102
5782,272,2002
5872,312,1975
5952,317,1942
6007,322,1937
6097,302,1942
6217,357,1942
6297,367,1937
6387,307,1955
6520,352,2002
6590,372,2075
6680,342,2092
6715,377,2192
6790,352,2235
6825,367,2300
6890,392,2362
6910,377,2385
6970,332,2457
7035,402,2555
7092,332,2655
7147,332,2692
7162,307,2767
7222,267,2830
7212,297,2862
7222,140,2932
7227,155,2975
7222,80,2942
7207,60,2942
7142,-5,2942
7107,-55,2942
7102,-120,2932
7097,-150,2905
6990,-180,2900
6940,-205,2877
6900,-232,2915
6875,-282,2862
6865,-272,2890
6805,-317,2847
