Fs,50.00
Initialization time,60
mx,my,mz
6067,975,3075
6092,1015,3102
6277,975,3060
6172,837,3027
6287,905,3005
6172,885,2905
6172,970,2890
6227,905,2942
6297,965,2777
6252,792,2707
6227,910,2712
6337,915,2730
6227,852,2645
6257,772,2645
6397,847,2660
6297,832,2500
6327,832,2485
6307,707,2517
6402,662,2517
6337,797,2475
6455,817,2457
6430,737,2405
6610,772,2405
6535,662,2337
6480,625,2295
6555,570,2202
6615,515,2117
6610,620,2252
6635,465,2045
6505,535,2125
6730,450,2240
6610,292,2155
6675,227,2032
6730,195,2055
6725,195,2070
6715,242,2160
6735,125,2145
6720,130,2087
6720,90,2092
6755,55,2125
6750,-45,2167
6800,-25,2150
6775,-70,2210
6760,-95,2167
6735,-15,2140
6685,-85,2220
6740,-30,2225
6780,-65,2405
6740,-180,2277
6580,-165,2337
6620,-180,2362
6640,-185,2320
6605,-252,2500
6610,-297,2427
6585,-222,2542
6640,-382,2570
6690,-337,2560
6530,-392,2825
6505,-407,2820
6515,-357,2840
6530,-347,2835
6475,-427,2962
6450,-392,2967
6342,-377,2862
6367,-362,2947
6500,-407,2905
6430,-392,2925
6445,-387,2905
6460,-515,3010
6402,-470,3047
6480,-342,3027
6490,-460,3042
6397,-475,3150
6327,-500,3180
6382,-450,3187
6317,-515,3297
6242,-530,3297
6292,-500,3452
6192,-560,3472
6342,-435,3585
6087,-490,3680
6187,-505,3770
6137,-475,3702
6162,-455,3987
5987,-585,3925
6067,-525,3925
6032,-402,3977
5967,-445,4105
5992,-307,4020
6062,-312,4085
6067,-352,4222
6027,-412,4137
6017,-347,4292
5942,-332,4370
5912,-327,4492
5952,-257,4477
5932,-257,4407
6032,-190,4515
5887,-35,4590
5902,-150,4625
5832,-155,4647
5937,-85,4675
5937,-130,4802
5962,-5,4790
5927,50,4935
5927,0,4945
5972,75,4955
5857,60,4940
5797,100,5007
5877,282,4945
5832,80,5020
5917,337,5045
5847,287,5077
5787,262,4875
5922,292,5062
5842,440,4945
5947,480,5040
5917,412,4950
5922,475,4930
5922,427,4912
5937,575,5002
5947,545,4875
5852,495,4955
5957,570,4912
5982,530,4855
6042,560,4700
5947,550,4940
6097,640,4845
6017,742,4865
6127,687,4850
6157,742,4812
6127,742,4837
6147,677,4860
6007,677,4790
6067,677,4785
6157,712,4827
6167,870,4727
6197,727,4775
6137,712,4632
6167,842,4547
6182,782,4610
6207,757,4675
6112,777,4562
6262,772,4472
6237,807,4492
6242,807,4530
6242,807,4382
6357,925,4515
6257,827,4525
6252,930,4440
6232,1010,4420
6192,895,4360
6182,945,4477
6302,950,4335
6182,812,4370
6247,857,4462
6252,870,4250
6287,970,4322
6272,940,4407
6227,905,4370
6292,870,4250
6282,870,4292
6207,905,4297
6297,995,4237
6352,857,4317
6272,910,4255
6312,852,4327
6207,915,4137
6282,910,4180
6307,1040,4152
6327,880,4322
6332,930,4280
6257,910,4232
6387,762,4195
6307,1045,4327
6392,880,4297
6332,995,4242
6252,920,4237
6337,1010,4212
6277,935,4142
6217,925,4227
6392,970,4275
6287,950,4222
6252,980,4242
6417,905,4222
6252,935,4185
6302,960,4350
6322,905,4302
6337,852,4180
6302,970,4307
6387,915,4242
6362,900,4157
6127,960,4217
6332,990,4255
6327,875,4152
6292,960,4312
6272,925,4207
6242,857,4222
6337,920,4232
6177,950,4157
6282,890,4232
6470,1025,4212
6342,920,4207
6157,920,4185
6282,857,4095
6377,895,4152
6272,930,4255
6307,980,4165
6282,920,4052
6257,865,4147
6362,885,4180
6232,975,4200
6407,990,4260
6252,900,4200
6287,885,4270
6357,865,4275
6277,905,4110
6177,920,4165
6382,950,4152
6367,880,4137
6307,1040,4190
6222,945,4212
6242,807,4200
6317,915,4195
6287,900,4185
6267,965,4142
6302,935,4152
6207,955,4232
6332,915,4280
6327,920,4127
6267,935,4285
6217,1000,4080
6282,890,4232
6282,837,4165
6247,1045,4180
6277,827,4152
6237,925,4217
6172,865,4175
6287,827,4237
6297,1035,4100
6317,930,4340
6292,920,4212
6282,870,4207
6207,995,4260
6207,965,4147
6347,970,4250
6252,827,4165
6242,905,4085
6252,857,4132
6232,847,4207
6257,895,4152
6212,895,4127
6237,1000,4242
6177,940,4207
6342,940,4227
6272,1010,4200
6157,970,4212
6177,915,4237
6247,797,4170
6187,945,4280
6162,1050,4085
6142,980,4292
6032,925,4222
6092,865,4047
6037,935,4165
6152,915,4170
6077,980,4185
6057,910,4110
6092,885,4142
6057,885,4057
5902,985,4072
6047,915,4195
6042,870,4030
6042,910,4152
6077,905,4052
5902,767,3982
6077,895,4042
5902,985,4132
5987,852,4080
5932,980,3982
5987,905,3972
5872,890,4127
5797,880,3987
5872,837,4137
5897,910,4005
5755,900,3940
5872,802,4015
5797,920,4037
5775,915,3930
5760,900,3995
5735,817,3967
5755,852,4015
5730,925,4052
5545,832,3945
5690,980,3972
5665,975,3972
5660,807,3967
5600,865,4010
5615,905,3940
5575,920,4085
5565,797,3892
5530,777,3860
5690,827,3797
5470,905,3882
5500,842,3962
5455,787,3835
5605,712,3935
5550,807,3817
5480,702,3915
5515,842,3892
5390,772,3877
5430,712,3925
5425,762,3952
5495,757,3902
5470,657,3897
5355,570,3957
5405,727,3867
5380,692,3897
5340,640,3867
5375,767,3962
5325,797,3782
5405,757,3835
5345,662,3877
5245,717,3935
5245,600,3877
5375,747,3850
5205,595,4010
5395,570,3855
5225,595,3887
5260,667,3855
5210,630,3740
5210,570,3957
5190,647,3812
5250,620,3887
5265,475,3792
5240,565,3817
5225,580,3855
5240,565,3850
5245,625,3792
5295,530,3930
5170,440,3915
5185,402,3977
5170,392,3892
5132,367,3967
5275,445,3925
5180,570,4030
5220,490,4015
5200,460,3977
5220,515,4000
5235,357,3920
5150,495,3925
5250,485,3987
5245,440,4042
5037,422,4095
5165,377,4030
5022,362,4090
5140,337,4025
5117,337,4037
5077,352,4025
5140,322,4067
5180,257,3967
5127,347,4042
5082,287,4057
5240,292,4057
5215,150,4147
5145,292,4020
5175,292,4030
5195,232,4080
5170,252,3995
5150,200,4057
5180,282,4030
5230,145,3935
5052,307,4005
5200,222,4105
5195,377,3902
5145,180,3945
5180,175,3897
5145,332,3967
5042,200,3877
5132,342,3962
5210,205,3830
5145,307,3945
5175,237,3872
5122,222,4005
5150,272,4005
5175,190,3902
5112,105,3867
5280,237,3910
5032,110,3807
5092,80,3840
5145,105,3882
5082,160,3840
5175,232,3835
5072,175,3760
5072,75,3755
5230,227,3697
5185,217,3867
5220,185,3732
5145,-65,3792
4997,190,3850
5132,105,3690
5122,195,3655
5037,200,3727
5087,200,3617
4987,130,3665
5155,115,3717
5072,140,3697
5087,115,3690
5132,140,3547
5097,145,3665
5067,165,3575
5140,205,3647
4977,180,3570
4967,100,3605
5117,-5,3575
5160,115,3532
4982,40,3537
5112,45,3477
5195,180,3527
5052,75,3485
5052,35,3457
5102,25,3515
5132,125,3367
5072,45,3382
5067,95,3372
5072,145,3335
5180,-30,3307
5122,-50,3307
4977,-70,3297
5190,115,3277
5185,45,3260
5250,10,3350
5170,25,3272
5012,-40,3272
5027,-15,3180
5072,-10,3315
5062,35,3272
5062,-30,3367
5132,-5,3235
5165,125,3155
5122,-50,3222
5215,-15,3207
5092,125,3330
5180,120,3212
5160,-10,3255
5102,-20,3350
5200,25,3192
5150,-10,3357
5127,-55,3282
5215,-70,3192
5245,-20,3287
5112,5,3297
5132,-85,3297
5067,-5,3255
5165,25,3260
5062,-105,3187
5180,0,3170
5185,30,3297
5067,-15,3170
5235,55,3192
5185,-25,3277
5122,-45,3137
5122,50,3155
5140,-85,3052
5077,-90,3187
5027,-125,3027
5220,-60,3197
5140,-100,3197
5155,50,3132
5175,-40,3122
5107,25,3187
5097,-70,3065
5305,-35,3032
5215,-120,3137
5077,-105,3065
5210,10,2962
5150,-90,3042
5107,-110,2947
5165,-80,2952
5260,-5,3095
5180,-50,3070
5220,-10,2932
5175,-15,2985
5225,-115,2962
5245,15,2952
5077,-45,2962
5250,-50,2877
5285,-130,2872
5117,-90,2895
5117,-85,2895
5200,-70,2882
5092,-45,3155
5185,-60,2942
5155,-80,2957
5220,-85,3027
5310,-60,2975
5265,-20,2995
5092,-100,2980
5195,-70,3027
5225,-100,2952
5175,-60,2890
5180,-5,3005
5132,-60,2890
5195,-180,3000
5122,-85,2815
5325,-75,2975
5180,-50,2937
5102,-45,2990
5190,-65,2915
5205,-50,2937
5240,-5,2942
5145,-95,3052
5235,-100,2990
5235,15,3070
5210,-75,2975
5200,-80,3017
5127,-85,3175
5280,-75,3070
5155,-115,3155
5285,-20,3052
5052,-40,3170
5190,-115,3230
5150,-75,3192
5210,-55,3315
5160,-30,3320
5265,-105,3392
5117,-120,3325
5175,-60,3392
5077,10,3557
5107,-10,3552
5230,20,3537
5122,-95,3600
5150,-85,3595
5112,0,3590
5170,0,3765
5077,-5,3647
5117,85,3745
5077,-15,3765
5160,20,3755
5057,95,3727
5097,35,3825
5155,45,3732
5140,160,3807
5032,-75,3830
5155,135,3882
5210,20,3707
5140,140,3782
5190,35,3872
5150,40,3845
5145,60,3680
5117,160,3877
5132,125,3872
5097,90,3770
5155,165,3765
5097,222,3817
5127,60,3850
5170,115,3807
5132,217,3860
5145,175,3867
5072,145,4020
5160,155,3962
5160,257,3830
5132,55,4042
5132,222,3845
5032,195,3770
5200,160,3792
5087,120,3850
5155,372,3732
5140,205,3760
5112,252,3825
5127,180,3792
5175,125,3825
5062,252,3877
5165,242,3902
5127,232,3835
5255,227,3887
5097,115,3882
5072,125,3850
5107,237,3840
5132,200,3792
5097,150,3887
5235,175,3765
5107,125,3882
5175,145,3812
5140,145,3787
5087,155,3882
5117,210,3877
5127,165,3897
5150,170,3845
5027,232,3850
5165,160,3902
5087,150,3840
5082,232,3920
5097,145,3940
5097,155,3850
5210,175,3860
5150,200,3887
5127,140,3845
5132,135,3860
4997,195,3765
5062,190,3860
5102,70,3910
5067,130,3867
5022,155,3765
5205,55,3792
5092,85,3910
5057,190,3877
5145,200,3897
5102,160,3920
5047,190,3775
5190,185,3765
5127,175,3775
5160,227,3867
5117,140,3840
5087,145,3897
5072,100,3935
5107,110,3867
5062,180,3897
5180,150,3860
5037,90,3850
5047,115,3807
5072,217,3882
5087,302,3860
5037,205,3745
5097,262,3840
4902,217,3940
5155,190,3792
5007,282,3902
5087,205,3877
5140,237,3872
5092,257,3860
5160,110,3872
5112,262,3860
5140,357,3860
5102,352,3825
5117,210,3835
5145,210,3962
5017,262,3897
5037,247,3935
5185,257,3930
5067,465,3972
5117,367,4000
5097,357,3920
5077,382,3882
5042,307,3920
5022,262,3902
5112,347,3860
5180,282,3920
5022,322,3940
5102,485,3835
5155,332,3877
5210,470,3887
5127,407,3915
5140,465,3940
5170,435,3897
5092,440,3882
5210,475,3957
5180,465,3982
5205,387,3972
5240,450,3967
5220,485,3882
5185,422,3892
5185,407,3830
5260,357,3887
5057,465,3887
5160,352,3962
5127,455,4010
5175,392,4037
5160,540,3987
5180,392,3935
5087,505,3962
5052,500,3940
5082,470,3957
5210,435,3845
5082,460,3902
5155,377,3845
5200,332,3882
5275,347,3812
5200,342,3835
5170,322,3930
5027,312,3782
5122,342,3802
5057,347,3807
5092,195,3872
5195,392,3860
5087,185,3920
5160,262,3850
5160,205,3792
5175,165,3745
5255,222,3845
5122,110,3782
5102,115,3680
4942,165,3542
5122,140,3580
5087,50,3605
5052,30,3637
5180,135,3580
5165,35,3510
5200,50,3515
5185,5,3410
5072,-50,3382
5042,-40,3500
5127,25,3362
5132,-30,3452
5067,-30,3447
5052,-75,3330
5097,5,3302
5290,-55,3297
5087,-5,3240
5170,-80,3235
5245,-55,3175
5155,25,3042
5165,15,3010
5230,-50,2937
5155,-105,3117
5200,-90,2962
5150,-110,2995
5165,-60,2895
5285,50,2882
5150,-80,2995
5280,-105,2975
5190,-75,2877
5210,-70,2942
5290,-100,2735
5155,40,2825
5170,25,2825
5220,-135,2820
5250,-15,2772
5270,-90,2792
5200,-40,2787
5225,-55,2777
5235,-80,2740
5205,-55,2622
5250,-70,2777
5210,15,2617
5250,55,2660
5270,-45,2570
5240,15,2447
5365,15,2570
5305,80,2650
5270,-55,2712
5315,20,2607
5395,-75,2537
5230,55,2400
5250,-65,2485
5355,-40,2475
5440,-10,2447
5410,-15,2395
5270,10,2385
5360,85,2347
5345,-50,2330
5250,-40,2300
5325,35,2295
5375,135,2325
5545,90,2252
5390,190,2390
5375,5,2130
5430,135,2177
5460,115,2230
5470,135,2215
5440,180,2160
5455,110,2210
5450,65,2202
5405,70,2220
5450,15,2272
5445,135,2182
5355,190,2267
5465,135,2150
5375,237,2197
5495,242,2197
5460,307,2235
5425,227,2262
5525,237,2140
5440,222,2187
5430,75,2160
5435,50,2210
5395,120,2187
5425,180,2187
5425,302,2197
5515,190,2300
5540,312,2160
5345,272,2160
5530,272,2257
5525,352,2197
5580,180,2215
5475,332,2210
5440,387,2182
5405,352,2215
5430,272,2225
5505,377,2197
5475,367,2197
5370,362,2167
5475,417,2225
5480,397,2167
5470,362,2272
5590,317,2277
5455,357,2300
5430,402,2305
5470,382,2395
5475,435,2282
5390,367,2295
5390,450,2287
5435,470,2325
5475,357,2400
5400,412,2390
5350,520,2367
5475,392,2452
5335,352,2400
5495,485,2457
5285,322,2452
5340,347,2305
5360,440,2495
5280,352,2490
5385,317,2500
5400,480,2447
5280,445,2500
5275,440,2565
5280,402,2537
5180,460,2607
5205,352,2627
5185,435,2852
5275,357,2660
5295,470,2852
5160,397,2847
5215,377,2942
5235,485,2925
5280,605,3022
5345,505,2990
5185,505,2990
5180,495,3075
5140,540,2830
5305,455,2937
5180,520,2937
5225,515,3022
5215,455,2932
5205,367,3165
5250,352,3122
5160,417,3150
5190,435,3080
5127,460,3060
5165,470,3095
5132,520,3192
5145,530,3235
5245,412,3222
5107,480,3217
5165,422,3207
5195,480,3272
5170,500,3330
5077,402,3330
5122,412,3245
5225,440,3302
4962,475,3302
5117,450,3405
5155,455,3287
5200,440,3430
4987,422,3415
5077,422,3420
5092,422,3420
5102,455,3515
5150,412,3505
5140,520,3542
5122,465,3457
5112,515,3547
5077,382,3515
5097,505,3495
5117,397,3500
5140,402,3490
5255,397,3520
5132,302,3527
5175,422,3500
5032,402,3627
5220,327,3552
5205,372,3575
5195,450,3580
5165,397,3585
5112,402,3612
5067,435,3722
5180,505,3707
5092,337,3595
5160,357,3570
5082,337,3740
5092,342,3697
5002,465,3600
5097,427,3660
5160,347,3642
4982,435,3537
5047,412,3595
5062,317,3595
5082,412,3732
5165,465,3605
5102,455,3712
5190,277,3642
5097,342,3702
5230,362,3660
5077,372,3612
5112,397,3665
5072,327,3670
5117,327,3760
5195,292,3782
5190,440,3697
5072,337,3685
5057,262,3690
5165,367,3665
5190,292,3675
5042,277,3707
5165,367,3727
4997,387,3632
5205,407,3590
5107,317,3807
5062,337,3732
5092,287,3655
5160,312,3717
5077,312,3707
5037,347,3792
5102,312,3750
5102,312,3655
5117,362,3732
5107,312,3792
5160,262,3702
5170,337,3707
5082,307,3750
5092,262,3675
5062,337,3775
5160,382,3717
5092,312,3840
5145,282,3740
5022,322,3877
5190,237,3770
5145,377,3797
5082,337,3745
5072,175,3872
5072,327,3775
5112,237,3755
5132,412,3712
5107,337,3750
5140,362,3740
5057,322,3812
5062,412,3627
5052,332,3817
5150,262,3690
5255,287,3860
5072,332,3850
5107,247,3775
5057,387,3877
5127,317,3802
4947,242,3750
5180,377,3855
5072,312,3935
5155,322,3760
5155,412,3882
5067,352,3902
5195,427,3860
5150,262,3872
5067,342,3892
5042,247,3760
5127,297,3850
5017,267,3935
5127,272,3855
5145,277,3830
5210,322,3840
4997,200,3902
5082,282,3812
5072,222,3882
5165,282,3920
5072,287,3792
5097,307,3930
5127,362,3745
5240,317,3797
5140,312,3850
5127,307,3855
5122,267,3835
5112,297,3765
5205,210,3910
5122,332,3802
5092,195,3845
5112,205,3817
5165,257,3902
5155,190,3902
5127,217,3755
5102,357,3887
5097,327,3702
5165,337,3825
5132,277,3867
5007,297,3835
5255,267,3930
5097,210,3835
5145,297,3760
5160,277,3945
5102,292,3860
5195,332,3867
5117,237,3902
5170,170,3930
5102,317,3812
5067,140,3940
5072,307,3877
5260,237,3855
5175,292,3920
5112,297,3867
5087,307,3775
5132,357,3987
5132,237,3817
5092,232,3840
5132,277,3882
5057,302,3940
5150,237,3930
5092,232,3855
5087,327,3845
5102,317,3935
5077,170,3877
5150,372,3910
5112,317,3902
5097,252,3775
5087,252,3930
5067,222,3987
5170,190,3830
5220,247,3902
5140,267,3925
5067,267,3797
5062,272,3957
5087,155,3902
5077,242,3850
5052,387,3887
5160,302,3892
5067,267,3882
5052,267,3925
5150,307,3902
5165,317,3935
5087,237,3877
5102,302,3892
5097,272,3882
5102,242,3887
5185,262,3887
5215,205,3925
5175,195,3910
5077,287,3850
5122,232,3887
5107,332,3882
5150,185,3855
5165,282,3882
5150,362,3987
5170,327,3887
5097,327,3845
5175,307,3982
5082,297,3915
5205,205,3855
5170,247,3972
5107,252,3872
5117,227,3792
5190,145,3887
5145,282,3935
5092,352,3972
5077,267,4047
5112,267,3920
5072,262,3812
5180,302,3920
5082,210,3882
5102,247,3782
5107,247,3925
5160,297,3850
5117,227,3860
5132,200,3925
5127,277,3797
5107,190,3930
5097,237,3957
5097,277,4025
5032,185,3887
5112,282,4052
5170,307,3897
5185,287,3987
5097,237,3835
5170,282,3850
5175,367,3987
5155,257,3920
5185,145,3982
5122,317,3910
5037,317,3967
5180,292,3972
5097,222,3867
5145,347,3935
5082,242,3882
5127,130,3902
5195,242,3887
5160,252,3977
5195,322,3972
5102,242,3872
5235,332,3770
5170,242,4025
5195,227,3925
5205,307,4090
5180,237,3962
5122,180,3972
5097,217,3972
5107,297,4062
5175,217,3962
5077,247,3902
5165,302,3902
5170,185,3945
5047,252,3897
5150,257,3920
5160,277,3962
5160,297,3882
5195,180,4067
5037,242,3972
5140,262,3945
5210,185,3967
5087,362,3982
5112,257,3952
5122,150,3877
5235,237,3872
5210,307,4005
5200,232,3935
5027,175,3860
5127,227,3867
5002,247,3967
5225,227,3925
5140,160,4067
5140,135,4020
5160,272,3892
5122,392,3925
5215,200,3787
5112,227,3972
5195,307,3925
5220,205,4025
5155,257,3915
5017,287,3962
5122,217,3945
5220,217,3877
5027,205,4052
5042,277,3797
5175,307,4010
5180,257,3935
5185,282,3945
5165,237,3995
5200,180,3995
5200,217,3860
5155,115,3920
5180,140,3977
5077,307,3882
5285,217,3910
5032,222,4020
5150,195,3987
5150,252,3887
5175,372,4020
5117,282,4052
5092,232,4090
5175,297,4020
5200,337,3967
5150,337,4005
5235,195,3952
5077,332,4042
5245,292,3982
5117,257,4042
5140,252,3987
5140,277,4072
5210,222,4100
5122,327,4072
5117,460,4137
5067,302,3995
5165,237,4095
5185,237,4042
5155,322,4190
5132,312,4042
5185,302,4080
5132,210,4152
5180,317,4207
5215,262,4322
5300,332,4100
5145,217,4180
5195,222,4292
5245,267,4062
5155,115,4180
5235,237,4217
5260,227,4170
5195,247,4237
5165,262,4062
5185,242,4190
5160,272,4152
5175,367,4127
5215,210,4175
5132,292,4185
5132,382,4067
5205,232,4110
5175,227,4052
5145,190,4062
5140,277,3882
5170,297,3860
5145,332,3782
5165,110,3807
5210,307,3712
5032,200,3665
4992,170,3532
5027,217,3557
5102,170,3580
5175,165,3457
5032,120,3495
5077,120,3197
5067,210,3265
5067,100,2957
5140,110,3127
5145,115,2852
5180,125,2772
5230,60,2725
5325,100,2640
5230,45,2622
5170,160,2607
5195,-25,2507
5215,65,2380
5350,110,2395
5400,0,2277
5440,50,2287
5390,125,2150
5510,170,2130
5455,95,2167
5580,-10,2117
5620,85,1975
5700,65,2060
5735,35,2092
5730,-60,1885
5822,-40,1847
5797,-35,1762
5942,65,1922
5882,45,1922
5952,125,1815
5977,45,1885
5927,20,1857
5982,85,1810
6102,115,1937
6082,170,1757
6162,0,1800
6037,85,1742
6267,-5,1875
6237,80,1832
6312,120,1820
6227,205,1820
6187,125,1837
6430,70,1890
6372,135,1862
6412,185,1975
6500,200,1937
6485,115,1832
6590,125,1970
6645,120,1905
6550,210,2092
6695,205,1932
6825,272,2117
6790,160,2012
6695,190,2097
6800,272,2140
6785,282,2125
6820,185,2197
6895,267,2197
6940,297,2262
6940,317,2347
6885,277,2305
7092,232,2512
6960,307,2457
6905,322,2452
7035,352,2442
7112,342,2597
7035,387,2585
7050,392,2597
7005,417,2767
7102,427,2745
7045,490,2900
7097,317,2762
7147,450,2942
7112,465,2905
7147,460,3060
7117,520,3047
7092,435,2995
7252,575,3117
7192,445,3155
7172,490,3250
7182,570,3165
7167,480,3145
7182,480,3217
7142,540,3302
7197,402,3387
7117,570,3495
7192,515,3335
7162,620,3430
7077,520,3420
7060,635,3505
7040,615,3520
6955,620,3552
7117,652,3585
7142,620,3520
7107,752,3562
7010,510,3500
7000,722,3520
7082,787,3372
7030,712,3420
6970,652,3485
7045,702,3575
7112,737,3702
6990,620,3477
7102,737,3575
7025,620,3702
7015,777,3717
7015,697,3647
6925,847,3802
6790,910,3665
6940,842,3902
6795,817,3722
6840,787,3707
6775,875,3867
6740,870,3830
6755,935,3925
6725,832,3952
6785,890,3887
6595,890,3887
6665,842,4037
6660,857,4237
6690,847,4222
6730,772,4250
6620,852,4297
6760,827,4397
6730,732,4407
6675,757,4530
6650,837,4472
6565,732,4482
6455,722,4402
6580,737,4482
6510,847,4615
6575,737,4497
6312,852,4535
6455,950,4562
6387,752,4515
6397,787,4582
6425,817,4515
6475,757,4615
6377,822,4582
6332,910,4572
6387,812,4557
6317,722,4547
6162,722,4680
6352,762,4472
6357,757,4625
6342,787,4610
6237,620,4710
6237,737,4770
6142,792,4752
6007,732,4722
6017,697,4695
6002,667,4785
5987,717,4637
5907,600,4837
5972,647,4785
5892,692,4785
5872,687,4850
5842,712,4695
5792,545,4710
5750,620,4680
5822,635,4887
5755,677,4775
5740,692,4710
5765,550,4880
5700,575,4717
5645,580,4610
5550,585,4615
5605,555,4705
5625,550,4690
5570,485,4647
5555,397,4567
5450,570,4552
5420,445,4530
5430,510,4497
5360,545,4477
5440,450,4482
5350,505,4450
5380,470,4525
5335,490,4322
5365,505,4355
5305,495,4275
5290,470,4435
5240,495,4302
5350,465,4232
5305,412,4212
5285,455,4157
5370,495,4090
5205,555,4072
5092,422,3967
5220,475,4072
5210,470,3957
5122,445,3887
5250,505,4000
5240,440,3850
5145,327,3930
5235,450,4090
5245,470,3987
5200,362,3940
5087,525,3855
5245,470,3972
5270,417,4005
5127,435,3872
5175,407,3872
5275,337,3902
5230,460,3902
5102,342,3825
5107,377,3802
5092,387,3787
5235,402,3825
5082,480,3835
5150,372,3782
5170,540,3920
5140,327,3812
5170,505,3782
5165,510,3775
5127,337,3707
5140,272,3750
5185,402,3770
5160,407,3812
5127,445,3812
5072,485,3882
5117,480,3812
5200,357,3765
5132,490,3807
5032,470,3807
5107,530,3782
5062,440,3655
5037,297,3792
5087,417,3930
5150,427,3787
5145,327,3775
5077,500,3732
5107,417,3745
5092,402,3825
5087,422,3887
5155,495,3740
5122,435,3775
5150,352,3855
5200,347,3732
5145,302,3830
5150,510,3812
5150,302,3792
5037,490,3717
5087,352,3690
5155,520,3775
5047,450,3792
5165,510,3727
5140,475,3882
5170,367,3707
5087,510,3835
5200,525,3702
5127,440,3792
5150,422,3807
5190,445,3697
5032,402,3685
5245,297,3797
5145,435,3755
5072,387,3817
5117,440,3717
5245,357,3680
5175,407,3722
5160,440,3782
5127,435,3775
5245,427,3792
5175,382,3760
5032,397,3802
5037,337,3712
5132,407,3802
5132,357,3732
5180,337,3600
5057,435,3722
5127,397,3750
5057,387,3647
4982,397,3690
5017,525,3605
5165,417,3595
5112,435,3665
5165,387,3600
5092,322,3595
4972,327,3562
5140,357,3557
5092,297,3452
4987,347,3435
5017,372,3282
5062,327,3362
5082,347,3292
5077,397,3240
5190,357,3250
5155,337,3320
5082,242,3325
5155,402,3377
5102,277,3292
5057,337,3292
5102,332,3382
5122,307,3382
5087,352,3265
5067,450,3307
5047,382,3350
5067,412,3325
5230,332,3170
5165,322,3250
5047,412,3180
5087,287,3192
5082,342,3222
4972,337,3392
5082,347,3160
5122,277,3240
5037,277,3320
5082,460,3207
5190,445,3187
5062,307,3217
5042,257,3222
4987,372,2995
5022,372,3217
5047,307,3102
5097,317,3122
5087,362,3175
5062,217,3000
5127,312,3080
5210,342,3217
5052,397,3075
5097,367,3005
5215,440,2980
5122,307,3065
5102,292,3150
5112,222,3032
5155,237,3022
5195,297,3042
5107,210,2985
5012,185,2920
5087,327,2867
5145,237,3085
5122,307,2872
5185,327,2900
5092,237,2967
5082,257,2707
5140,200,2947
5185,205,2872
5240,262,2877
5145,180,2820
5175,222,2787
5155,237,2735
5210,180,2682
5280,140,2650
5160,195,2570
5265,145,2750
5145,125,2575
5210,140,2627
5032,190,2500
5280,190,2457
5270,185,2447
5310,115,2395
5350,60,2357
5340,210,2347
5405,100,2380
5435,170,2267
5365,130,2277
5420,227,2140
5570,175,2050
5430,120,2082
5490,160,2160
5640,100,2032
5625,257,2045
5685,60,1997
5797,140,1895
5755,175,1997
5782,130,1890
5827,110,1842
5892,175,1852
5872,115,1847
6037,150,1815
6007,200,1862
6097,80,1900
5977,70,1942
5972,140,1832
6142,5,1847
6172,95,1832
6207,65,1912
6167,95,1795
6077,40,1862
6277,125,1942
6282,100,1857
6382,217,1905
6417,110,1917
6402,75,1917
6407,130,1927
6337,65,1927
6417,75,1942
6555,120,1875
6397,155,1917
6535,25,1917
6595,80,1960
6595,222,2012
6585,45,1985
6685,55,2045
6725,55,2112
6720,125,2107
6610,210,2060
6760,85,2230
6755,105,2182
6745,110,2220
6840,205,2252
6795,80,2215
6835,160,2177
6930,135,2427
6955,200,2427
6875,90,2475
6930,342,2390
6985,170,2447
7067,247,2437
6980,247,2512
7010,125,2555
7030,337,2565
7077,252,2537
7015,312,2682
7040,297,2707
7072,307,2682
7132,382,2692
7287,302,2872
7122,227,2900
7182,402,2905
7040,445,3017
7282,327,3027
7177,352,3000
7187,397,2952
7122,337,3095
7167,347,3065
7152,392,3090
7182,362,3060
7177,422,3160
7127,407,3230
7222,412,3175
7167,307,3367
7082,307,3335
7152,402,3392
7292,445,3477
7197,475,3532
7137,417,3372
7277,490,3467
7167,435,3542
7167,450,3490
7257,530,3472
7272,520,3575
7142,495,3430
7177,387,3585
7107,505,3660
7142,475,3647
7117,510,3632
7167,455,3605
7177,402,3557
7127,505,3627
7147,510,3665
7162,530,3727
7132,427,3770
7060,595,3830
7222,520,3792
7242,445,3892
7102,450,3690
7142,550,3745
7072,530,3717
7005,545,3680
7132,590,3775
7082,540,3835
7045,620,3807
7102,600,3887
7077,672,3915
7005,610,3797
7025,682,3935
6920,640,3897
6990,807,3920
7020,702,3972
6970,692,3940
7060,752,4042
6880,822,4127
6930,737,4110
6965,672,4292
6845,807,4175
6820,812,4292
6655,782,4292
6820,782,4260
6780,772,4312
6725,772,4265
6690,712,4360
6650,890,4365
6645,742,4397
6540,885,4455
6680,782,4557
6570,727,4595
6465,870,4520
6550,782,4557
6470,767,4567
6485,870,4577
6412,802,4610
6352,777,4710
6282,812,4455
6392,857,4547
6227,787,4595
6057,812,4685
6177,762,4700
6182,842,4620
6032,807,4647
6047,817,4540
5952,812,4595
5942,625,4620
5797,787,4582
5837,732,4610
5755,762,4600
5625,662,4690
5690,767,4605
5635,687,4567
5580,580,4402
5535,550,4472
5510,585,4455
5505,600,4392
5400,595,4387
5390,580,4412
5395,495,4312
5305,505,4217
5295,550,4250
5240,560,4095
5270,500,4085
5175,490,4062
5112,450,3962
5165,480,3987
5102,505,4000
5062,455,3930
5097,327,3935
